quarter,admin,name,amount,count,cafe_amount,common_amount,western_amount,bakery_amount,known_age_amount,young_amount,weekend_amount,stores,openings,closures,population,cafe_share,young_share,weekend_share,opening_rate,closure_rate,western_share_common,bakery_share_common
20214,11320680,쌍문3동,6349955096,331068,304723667,5034803389,36257755,305976947,6127975168,1961152665,1994181839,156,12,4,5213010,0.04798831840432278,0.32003273695380613,0.31404660487381814,0.07692307692307693,0.02564102564102564,0.007201424206398142,0.060772372495914356
20221,11320680,쌍문3동,5545388889,280555,306553844,4525959029,30297835,355601742,5270340645,1601489840,1721577971,158,3,2,5195528,0.05528085588516423,0.3038683735783458,0.31045216223067307,0.0189873417721519,0.012658227848101266,0.006694235366663104,0.07856936833088597
20222,11320680,쌍문3동,6865311287,322452,398605341,5538009704,21320715,344109918,6599671677,2132464319,2352748278,154,4,9,5456247,0.05806078185482866,0.3231167281293227,0.34270088851689967,0.025974025974025976,0.05844155844155844,0.0038498876202041413,0.06213602654965662
20223,11320680,쌍문3동,6639594102,310620,408611280,5398991519,22803280,302915695,6380759900,2032935128,2103578953,149,10,16,5295625,0.06154160536363462,0.31860392176800134,0.3168234263546853,0.06711409395973154,0.10738255033557047,0.004223618414615257,0.05610597718740369
20224,11320680,쌍문3동,7041307495,311976,345399088,5824109081,19737045,378840072,6743347655,2140502508,2422469969,155,11,4,5585869,0.04905326010052342,0.3174243146744597,0.34403695204621937,0.07096774193548387,0.025806451612903226,0.0033888522219455318,0.065046870985966
20231,11320680,쌍문3동,6868650521,290456,312758266,5761054554,18373509,400815842,6551204474,1964574550,2140652841,159,13,9,5623570,0.04553416497808158,0.2998799011383139,0.3116555187158284,0.08176100628930817,0.05660377358490566,0.003189261415211379,0.06957334603292493
20232,11320680,쌍문3동,7470885236,322879,356323889,5907923582,16595901,404683745,7220679620,2377386395,2546799957,160,8,7,5561451,0.04769500236504503,0.32924690196959605,0.34089667777624527,0.05,0.04375,0.0028090920218676587,0.06849847317473308
20233,11320680,쌍문3동,8110487762,338151,378537594,5866988311,0,341526540,7881660466,2646738095,2760100065,159,7,9,5551393,0.04667260528689273,0.33580970741096117,0.3403124628252167,0.0440251572327044,0.05660377358490566,0.0,0.058211559644608946
20234,11320680,쌍문3동,8321041108,337507,319211628,6225275138,0,358180629,8037848104,2674350396,2782380307,162,11,4,5486151,0.03836198185502342,0.33271969828207143,0.3343788680871879,0.06790123456790123,0.024691358024691357,0.0,0.057536513818258805
20241,11320680,쌍문3동,7890046673,322856,312191820,5901086132,0,395445202,7583469183,2344786689,2558414653,166,15,9,5449579,0.039567803960948764,0.3091971012760691,0.32425849415504465,0.09036144578313253,0.05421686746987952,0.0,0.06701227420755769
20242,11320680,쌍문3동,8208085526,343864,350044553,6166969347,0,376696895,7957135382,2440142692,2583890608,160,6,13,5407064,0.042646309165663046,0.3066609495572863,0.31479820718427537,0.0375,0.08125,0.0,0.06108298481866931
20243,11320680,쌍문3동,8296477456,345043,360488029,6121807445,0,319082606,8076050250,2405990259,2629142695,158,7,7,5405300,0.04345073326744179,0.29791670241279145,0.316898672833566,0.04430379746835443,0.04430379746835443,0.0,0.052122287227542814
20244,11320680,쌍문3동,8266723678,349138,347207589,6378495995,0,375471400,7972842643,2281448177,2607868231,159,5,4,5292152,0.042000628365505166,0.2861524150364446,0.3154657555495954,0.031446540880503145,0.025157232704402517,0.0,0.05886519334562975
20251,11320680,쌍문3동,7943605895,324215,315039230,6114011228,0,369712450,7688810050,2022013408,2545586924,156,4,9,5352593,0.03965947381633036,0.2629813189363418,0.32045735370661915,0.02564102564102564,0.057692307692307696,0.0,0.06046970412923815
20252,11320680,쌍문3동,8457405277,353352,355712357,6411941052,0,409438931,8190920937,2244970603,2601211679,151,6,10,5318727,0.042059277680279006,0.2740803653541602,0.3075661617013934,0.039735099337748346,0.06622516556291391,0.0,0.06385569169764725
20253,11320680,쌍문3동,7974961038,339856,368135246,5898010043,0,368648281,7728452647,2060793719,2515159902,151,5,5,5366654,0.04616138489528254,0.2666502355811096,0.3153820927795735,0.033112582781456956,0.033112582781456956,0.0,0.06250384083993327
20254,11320680,쌍문3동,8093263882,318873,242194541,6176172954,0,385011758,7777832114,2125875194,2458913268,150,6,8,5550556,0.029925447202908836,0.2733249011859553,0.3038222037302898,0.04,0.05333333333333334,0.0,0.06233824098961591
20211,11320681,쌍문4동,1769427506,95210,85754206,1388332662,0,0,1672515598,291551397,516001432,34,2,4,2930824,0.04846437941606182,0.17431908996761417,0.29162055537753123,0.058823529411764705,0.11764705882352941,0.0,0.0
20212,11320681,쌍문4동,2060528615,114675,98760338,1632279478,0,0,1978733257,317944845,654754671,34,1,2,2795743,0.04792961246985643,0.16068100330109325,0.3177605330173976,0.029411764705882353,0.058823529411764705,0.0,0.0
20213,11320681,쌍문4동,1936306002,112155,121470573,1510122926,0,0,1876106001,341383163,584452981,35,3,1,2939103,0.06273314903457083,0.18196368585678865,0.3018391619900582,0.08571428571428572,0.02857142857142857,0.0,0.0
20214,11320681,쌍문4동,2198146315,131761,132485590,1712789837,0,0,2086050258,358154730,624653278,37,4,2,2970720,0.060271506539818304,0.17169036490203296,0.2841727476180311,0.10810810810810811,0.05405405405405406,0.0,0.0
20221,11320681,쌍문4동,1924494633,112694,125346038,1502865536,0,0,1814774494,283521742,558140930,37,0,0,3075115,0.0651319239090858,0.1562297370485305,0.2900194785838096,0.0,0.0,0.0,0.0
20222,11320681,쌍문4동,2240839809,130948,128228589,1730745284,0,0,2148096648,344729154,614058694,39,3,0,2913872,0.05722345188843438,0.1604812122028878,0.274030607423933,0.07692307692307693,0.0,0.0,0.0
20223,11320681,쌍문4동,2272909895,131062,158105951,1724577904,0,0,2129636905,355337652,656946976,40,1,2,2846559,0.0695610289469922,0.1668536317931624,0.289033444504407,0.025,0.05,0.0,0.0
20224,11320681,쌍문4동,2257507941,121435,158022761,1750551521,0,0,2190687290,383081738,669103346,43,6,1,2633505,0.06999876196670264,0.1748682889377607,0.29639025132448027,0.13953488372093023,0.023255813953488372,0.0,0.0
20231,11320681,쌍문4동,2210683348,112593,176164821,1709073605,0,0,2069043457,299655040,692054042,45,6,5,2596284,0.07968794859715024,0.144827813541666,0.3130498280661044,0.13333333333333333,0.1111111111111111,0.0,0.0
20232,11320681,쌍문4동,2292545920,124057,206072631,1723672973,0,0,2207049900,361211724,711414492,42,0,3,2585379,0.08988811486925417,0.16366269018203894,0.3103163543175615,0.0,0.07142857142857142,0.0,0.0
20233,11320681,쌍문4동,2244597227,118379,188891093,1710747479,0,0,2140410648,304967155,746314984,40,2,5,2556207,0.0841536694101957,0.14248067551194504,0.3324939436896132,0.05,0.125,0.0,0.0
20234,11320681,쌍문4동,2243337753,111335,159170237,1711468524,0,0,2132709340,313335836,699742912,42,4,4,2587045,0.07095241756937526,0.14691914651623367,0.3119204458019033,0.09523809523809523,0.09523809523809523,0.0,0.0
20241,11320681,쌍문4동,2182548032,103276,139244870,1707696155,0,0,2106723712,276934545,682884263,43,2,1,2531903,0.06379922364063692,0.13145271182099838,0.3128839562693299,0.046511627906976744,0.023255813953488372,0.0,0.0
20242,11320681,쌍문4동,2236459822,113084,177111479,1708236005,0,0,2190372988,285619135,646990136,39,0,4,2177738,0.07919278372799671,0.1303974878090489,0.2892920899519741,0.0,0.10256410256410256,0.0,0.0
20243,11320681,쌍문4동,2169130601,104676,172944183,1704321877,0,0,2086184262,268870528,650632895,38,1,2,2164002,0.07972972347551147,0.128881486116781,0.2999510009678758,0.02631578947368421,0.05263157894736842,0.0,0.0
20244,11320681,쌍문4동,2184073523,102337,158438667,1708833578,0,0,2048408866,257630179,733716657,35,1,4,2178458,0.07254273509179847,0.12577087674058135,0.335939541079268,0.02857142857142857,0.11428571428571428,0.0,0.0
20251,11320681,쌍문4동,2025971562,91868,136373407,1621985670,0,0,1906552114,230986752,655479725,34,2,3,2265883,0.06731259685865225,0.12115417685351558,0.32353846287601545,0.058823529411764705,0.08823529411764706,0.0,0.0
20252,11320681,쌍문4동,2094292200,97957,165196715,1633083217,0,0,2021850202,251835962,643007101,34,2,2,2225827,0.07887949685339993,0.12455718121495135,0.3070283607034396,0.058823529411764705,0.058823529411764705,0.0,0.0
20253,11320681,쌍문4동,2144693212,94591,166214415,1708203146,0,0,1970088881,241835602,675420311,35,2,1,2495297,0.07750032222324206,0.12275365052425774,0.3149263061126339,0.05714285714285714,0.02857142857142857,0.0,0.0
20254,11320681,쌍문4동,2157258297,91800,149903006,1692688735,0,0,1929752943,200344503,655530611,37,2,0,2580736,0.06948774108713046,0.1038187316810326,0.3038721009494395,0.05405405405405406,0.0,0.0,0.0
20211,11320690,방학1동,9592108646,444818,853425427,6582383656,12688654,81965237,9018847907,2613095231,3089604662,444,18,20,7460931,0.08897161807647858,0.28973714358480757,0.32209858916562567,0.04054054054054054,0.04504504504504504,0.0019276685564254506,0.012452212038003395
20212,11320690,방학1동,11395955770,538336,1064658419,7860195291,11328241,86790094,10720718475,3105277919,3645461494,453,36,21,7290582,0.09342423228797772,0.28965203463194195,0.3198908075439117,0.07947019867549669,0.046357615894039736,0.0014412162269009964,0.011041722347455603
20213,11320690,방학1동,10871986711,538068,1149283288,7436592188,14684468,102374673,10315081291,3107206279,3385712201,449,17,21,7287734,0.10571051258158588,0.30122945145483876,0.31141614600893713,0.0378619153674833,0.0467706013363029,0.001974623272161606,0.013766342218576422
20214,11320690,방학1동,11970642000,533896,1123569564,8184746276,8070360,122911443,11371290545,3541236526,3879184475,459,26,15,7228907,0.09386042653351424,0.31141905239217504,0.32405818125711217,0.05664488017429194,0.032679738562091505,0.000986024456697526,0.015017135394949413
20221,11320690,방학1동,11904911308,597703,954910039,8375255927,67602,1442375496,11373980734,3522997613,3991092963,460,21,15,7219773,0.08021143663273732,0.30974183053333104,0.3352476015775119,0.04565217391304348,0.03260869565217391,8.071633940410809e-06,0.1722186770854483
20222,11320690,방학1동,17115478987,812431,1216230048,11091775668,133015510,1393295988,16268200606,5267099262,5742679560,459,25,23,7207399,0.0710602402026717,0.323766554738537,0.33552549504234336,0.054466230936819175,0.05010893246187364,0.011992264717700023,0.12561523327772373
20223,11320690,방학1동,17664074810,837227,1176800949,11659288671,181699472,2010034984,16866398614,5627932904,5727154927,465,34,31,6843838,0.0666211483849575,0.3336772142529893,0.32422614762465446,0.07311827956989247,0.06666666666666667,0.015584095833559622,0.17239773717924442
20224,11320690,방학1동,17286433980,799989,1032944276,11833368858,134981899,2028624717,16378063959,5224567399,5970666915,472,49,35,6655034,0.05975461898012582,0.3189978627558735,0.3453961020478788,0.1038135593220339,0.07415254237288135,0.011406886797815392,0.1714325600210239
20231,11320690,방학1동,16807895133,702350,994738730,11082551874,129791480,2027380097,15945634186,4707756454,5537405185,458,18,32,6713096,0.059182825816598936,0.2952379566146909,0.32945262575609857,0.039301310043668124,0.06986899563318777,0.011711335211928466,0.18293441077919018
20232,11320690,방학1동,17641794962,711680,935109949,12037518817,138861932,2031524808,16760836114,4896179102,6307659958,453,21,26,6493247,0.05300537451059851,0.29212021815011463,0.3575407134923939,0.046357615894039736,0.05739514348785872,0.011535760326612497,0.16876607537518254
20233,11320690,방학1동,17221315209,716830,1183286550,11416355395,161143065,2020790061,16475001616,4795391505,6249118871,452,23,25,6401013,0.06871057962992308,0.29107077600179826,0.3628711741908167,0.05088495575221239,0.05530973451327434,0.014115105865622887,0.1770083350668149
20234,11320690,방학1동,16883893498,687191,1063097627,11103990285,177473153,1668263569,15928508045,4506840069,6030815669,447,23,30,6457531,0.06296519384737474,0.2829417580270306,0.3571934204462014,0.05145413870246085,0.06711409395973154,0.015982826753706946,0.15024000617630223
20241,11320690,방학1동,17105926587,730149,1041307376,11382205423,98283425,2027983020,16364451367,4545948414,5900598067,441,21,24,6573670,0.06087407020625021,0.27779412288561084,0.34494466213156094,0.047619047619047616,0.05442176870748299,0.008634831418645711,0.1781713599986571
20242,11320690,방학1동,18763219516,754435,1168428420,13060144405,97704113,2029967603,17908357301,4982718401,6534940296,437,21,24,6381013,0.06227227790005034,0.27823425215677183,0.3482845942524654,0.04805491990846682,0.05491990846681922,0.007481089792743375,0.1554322479177825
20243,11320690,방학1동,18350389464,738170,1198344386,12732537376,108509458,2018470555,17493218486,4766570374,6333752319,419,17,34,6455349,0.06530348515768156,0.2724810404566052,0.3451562884496608,0.0405727923627685,0.081145584725537,0.008522217904856359,0.15852853955132973
20244,11320690,방학1동,18001931981,708313,1044132136,12542477944,143531417,2024299173,16970917749,4629441016,6146167626,414,16,26,6418213,0.058001115497048936,0.27278672164166173,0.34141711192370494,0.03864734299516908,0.06280193236714976,0.011443625226278493,0.1613954740074606
20251,11320690,방학1동,16946971951,654704,994008018,11542779422,95990642,2030127828,16177538390,4016127921,6026938784,400,11,23,6547860,0.0586540191884454,0.24825333893088045,0.35563514245648853,0.0275,0.0575,0.008316076959509968,0.17587859507482842
20252,11320690,방학1동,17567106257,692861,1114391274,11983840202,108502608,1868620426,16667791430,4075023606,6074430731,390,9,26,6352247,0.06343624599845216,0.2444849170997816,0.3457843677913378,0.023076923076923078,0.06666666666666667,0.009054076670839774,0.15592834971949504
20253,11320690,방학1동,17842767415,691335,1176679852,12232630348,101177050,1736309626,17000398313,4129914669,6112749062,394,18,14,6456625,0.06594716080930318,0.2429304650963327,0.3425897406957821,0.04568527918781726,0.03553299492385787,0.008271078837638722,0.141940823568161
20254,11320690,방학1동,17892733785,692238,1213397744,12029980524,125806621,1826497695,16928507962,4153313583,5920334052,389,15,24,6491419,0.06781511190968631,0.24534433822065624,0.3308792341706435,0.038560411311053984,0.061696658097686374,0.010457757662118723,0.15182881562909503
20211,11320700,방학2동,3154759208,177317,27537553,2471740573,31890398,260518059,2931539854,565652678,1023552926,179,5,2,3791382,0.008728892186182977,0.19295411496049886,0.3244472425674904,0.027932960893854747,0.0111731843575419,0.012902000456016303,0.10539862550534748
20212,11320700,방학2동,3342321021,190621,37699089,2719688121,33252997,268815931,3216328526,659604319,1097727787,178,11,11,3690268,0.011279314214025045,0.20507989580912606,0.3284327807242068,0.06179775280898876,0.06179775280898876,0.012226768482473362,0.09884071961205584
20213,11320700,방학2동,3605429604,221008,120187827,2782809189,27307375,282867294,3489029802,720862925,1130928297,176,10,8,3440445,0.03333523052749639,0.20660841721294074,0.31367365923475676,0.056818181818181816,0.045454545454545456,0.009812880850020795,0.1016481098014658
20214,11320700,방학2동,3841548337,239619,127409039,2930581823,29746506,307621996,3637439322,738092288,1210021764,176,9,7,2922809,0.0331660642592612,0.2029153540887575,0.31498282927892257,0.05113636363636364,0.03977272727272727,0.010150375521523187,0.10496959804558237
20221,11320700,방학2동,3087264380,200535,114143650,2255324652,28892583,284143554,2963787574,582002362,996568562,180,7,4,3099673,0.03697242475877625,0.19637114586269602,0.32279987695773565,0.03888888888888889,0.022222222222222223,0.012810831014673802,0.12598787218861118
20222,11320700,방학2동,3577538374,215123,136228143,2554958682,0,299575261,3412201334,710492021,1086661825,179,8,10,3000005,0.03807873704166171,0.208221013783825,0.30374567968226074,0.0446927374301676,0.055865921787709494,0.0,0.11725248752965939
20223,11320700,방학2동,4046690211,248424,225444673,2860967871,0,283907076,3927510438,836008976,1212467837,175,11,13,3190596,0.05571088006370745,0.21285977190826247,0.2996196332756543,0.06285714285714286,0.07428571428571429,0.0,0.09923462576347122
20224,11320700,방학2동,4072290323,258861,205148549,2934903111,0,280502917,3937143173,838117331,1304676376,176,7,8,3207918,0.05037670026651486,0.21287448644174567,0.32037901832079174,0.03977272727272727,0.045454545454545456,0.0,0.09557484741103606
20231,11320700,방학2동,3735461502,231838,195824136,2643633317,0,247008052,3637483979,703227083,1202499293,174,9,10,3257161,0.05242301008728212,0.19332788462021705,0.32191451909119423,0.05172413793103448,0.05747126436781609,0.0,0.09343506545011515
20232,11320700,방학2동,4002881979,261122,232532053,2936131801,0,278900384,3856860257,733142170,1293585524,169,9,13,3091357,0.05809115887500914,0.19008782303413385,0.32316354336361514,0.05325443786982249,0.07692307692307693,0.0,0.09498905461430952
20233,11320700,방학2동,4272438874,293411,295588025,3144134996,0,267776679,4159183669,756876560,1394525395,160,7,16,2979633,0.06918484587311617,0.1819771907745486,0.3264003151657495,0.04375,0.1,0.0,0.08516704255404688
20234,11320700,방학2동,4201633781,286085,233972856,3138195661,0,299552649,4081832687,736257384,1402127661,154,5,11,2961570,0.05568616119235262,0.18037421924344543,0.33371010756351305,0.032467532467532464,0.07142857142857142,0.0,0.09545378343444214
20241,11320700,방학2동,4124968697,272014,251225498,3086378755,0,280633835,4010626503,696083539,1288150276,154,14,11,3115427,0.0609036132038313,0.17355980131266788,0.31228122456707214,0.09090909090909091,0.07142857142857142,0.0,0.09092657035218608
20242,11320700,방학2동,4650913869,291209,285580852,3490891801,0,277662889,4531799566,811365266,1448684304,153,8,10,2802158,0.0614031693649496,0.17903820638655316,0.3114837954011571,0.05228758169934641,0.06535947712418301,0.0,0.07953924235648345
20243,11320700,방학2동,4539130653,284111,265738830,3462006459,0,242114898,4412772040,782761818,1471071660,154,6,6,2819940,0.05854399230045692,0.1773855098121044,0.3240866528104319,0.03896103896103896,0.03896103896103896,0.0,0.06993484872640442
20244,11320700,방학2동,4506340698,276821,221235265,3498229562,0,261705216,4367846223,753158866,1363873695,151,3,8,2685163,0.04909421631129409,0.17243255086089143,0.30265658688552183,0.019867549668874173,0.052980132450331126,0.0,0.0748107610897835
20251,11320700,방학2동,4275394018,258414,213523565,3352583720,0,273753368,4114179457,691813769,1348468395,145,5,10,2689753,0.049942429657017874,0.16815352276938852,0.3154021335396835,0.034482758620689655,0.06896551724137931,0.0,0.08165444649954931
20252,11320700,방학2동,4367240297,282837,259213812,3469965331,0,273734701,4197409872,666066402,1358872481,142,5,8,2560484,0.05935414457914359,0.15868509921873075,0.3111512966056514,0.035211267605633804,0.056338028169014086,0.0,0.07888686914376551
20253,11320700,방학2동,4434585113,302614,303838136,3400761610,0,245618405,4265564780,663662926,1403086076,141,7,7,2690533,0.06851557209022724,0.15558617914132347,0.31639624457468385,0.04964539007092199,0.04964539007092199,0.0,0.07222452884605457
20254,11320700,방학2동,4322653430,282373,258284539,3286785182,0,265941599,4181995728,593008801,1409358353,143,5,7,2671617,0.0597513872399435,0.14180043203525722,0.3260400991712167,0.03496503496503497,0.04895104895104895,0.0,0.08091237615905741
20211,11320710,방학3동,3239204696,136425,193442178,2954215535,69692403,93346975,3061536040,552447185,1292238619,87,1,1,3635608,0.059719034810883094,0.18044771571593193,0.3989370046899932,0.011494252873563218,0.011494252873563218,0.02359083221055501,0.031597889149953304
20212,11320710,방학3동,4658207526,178791,313204570,4223878352,82261118,99265454,4396826438,842113889,1899325040,87,4,5,3520230,0.06723714395544515,0.1915276622524712,0.40773731728327467,0.04597701149425287,0.05747126436781609,0.01947525736887036,0.023501021035086854
20213,11320710,방학3동,4251780592,175001,338563788,3785710443,61529235,93006640,4007628071,747660341,1620235641,86,2,5,3899443,0.07962870629708166,0.1865593133280556,0.38107226041921777,0.023255813953488372,0.05813953488372093,0.016253021969435396,0.024567816635837725
20214,11320710,방학3동,4426311269,168956,300313392,3995604533,82157838,95671166,4088132223,761593233,1707141694,87,4,1,3811384,0.0678473278875047,0.1862936890140796,0.38568044365883025,0.04597701149425287,0.011494252873563218,0.020562054457955538,0.023944102878511776
20221,11320710,방학3동,3573789541,141227,222595438,3247593240,74808010,93784749,3314795446,566771711,1349576240,86,0,1,3696217,0.06228554744097059,0.17098240909071166,0.37763170564945137,0.0,0.011627906976744186,0.02303490753663473,0.028878231376045112
20222,11320710,방학3동,5194222687,169621,353263484,4620090457,92932727,40598886,4805890520,846890727,2137144297,87,2,0,3521896,0.06801084691346426,0.17621931325227108,0.4114464137913847,0.022988505747126436,0.0,0.020114915035742555,0.008787465608706371
20223,11320710,방학3동,4971054638,166065,328217316,4422122086,98340121,33348336,4648067722,776755767,1987475508,85,2,4,3447867,0.06602569070374398,0.16711369400310128,0.39980962848551976,0.023529411764705882,0.047058823529411764,0.022238219363353868,0.007541251768144875
20224,11320710,방학3동,4762531129,150477,268984569,4346320536,105172395,34276485,4342494251,758249580,1945989088,90,8,1,3567732,0.05647933036323887,0.174611533412022,0.4086039619038887,0.08888888888888889,0.011111111111111112,0.02419803006448119,0.007886322399853483
20231,11320710,방학3동,4395164185,143118,243336031,4042312792,65541495,62706984,4043014771,629069878,1725746368,90,3,6,3644812,0.05536449169076946,0.15559425667010504,0.39264662145948936,0.03333333333333333,0.06666666666666667,0.016213860325136362,0.015512650115572749
20232,11320710,방학3동,4493830353,134973,281967566,4079711832,60365905,82945249,4186697378,747983699,1905788273,91,5,4,3520714,0.062745485221035,0.1786572162894932,0.4240899462810674,0.054945054945054944,0.04395604395604396,0.0147966100268427,0.02033115386959517
20233,11320710,방학3동,5453371905,173637,303018896,5025581423,59721029,89718321,5002650975,756924473,2285080457,89,4,5,3490867,0.055565419208283395,0.1513046736185708,0.4190215699217015,0.0449438202247191,0.056179775280898875,0.011883406908239838,0.017852326616259063
20234,11320710,방학3동,4774743182,147211,239846668,4421322887,25914711,49696311,4388358675,655647943,1932281981,90,4,3,3439856,0.05023237038259621,0.14940618840824355,0.40468814915206053,0.044444444444444446,0.03333333333333333,0.005861302524680324,0.011240145148892402
20241,11320710,방학3동,4541771705,140270,219543664,4232144732,0,52914840,4203281796,629497349,1841655522,87,1,3,3430146,0.04833877135618819,0.14976329914379122,0.4054927551670059,0.011494252873563218,0.034482758620689655,0.0,0.012503079018045265
20242,11320710,방학3동,5423357734,165019,299338601,5026686706,0,71990066,5078280907,848400310,2209178165,88,5,5,3465089,0.05519433083371815,0.16706447034675626,0.40734509382448936,0.056818181818181816,0.056818181818181816,0.0,0.014321574072653177
20243,11320710,방학3동,5096181529,165079,338881494,4679753423,0,80877416,4767444596,694843626,2144281191,87,1,1,3427101,0.06649713948994614,0.14574760377561397,0.42076232543874126,0.011494252873563218,0.011494252873563218,0.0,0.01728240971041435
20244,11320710,방학3동,5032271036,151780,296049181,4663317820,0,50887617,4669946811,669017245,2042748289,87,1,1,3425140,0.05883013432347248,0.1432601423691033,0.40592970338571405,0.011494252873563218,0.011494252873563218,0.0,0.010912320147203692
20251,11320710,방학3동,4236539213,132326,253351731,3925999628,0,51546371,3991837218,536552455,1796125952,85,2,4,3445607,0.05980157818971189,0.13441240854726658,0.4239606579088213,0.023529411764705882,0.047058823529411764,0.0,0.01312948952729753
20252,11320710,방학3동,5312123042,156787,286325743,4954536724,0,67917571,4952720529,751121131,2269885046,86,3,3,3380248,0.05390043504944854,0.15165829095381206,0.42730279928632725,0.03488372093023256,0.03488372093023256,0.0,0.013708157751864914
20253,11320710,방학3동,5434213581,164943,326572988,5034699243,0,76870479,5087553422,641340417,2324089272,85,2,4,3146058,0.06009572187994574,0.1260606747099038,0.42767720432002654,0.023529411764705882,0.047058823529411764,0.0,0.015268137239156234
20254,11320710,방학3동,4871499346,146621,282552356,4507276481,0,45623708,4569702551,598542939,1952805988,85,3,2,3052402,0.058001107242681746,0.13098072190038262,0.40086344045256905,0.03529411764705882,0.023529411764705882,0.0,0.010122234167866659
20211,11350560,월계1동,8518857933,482324,545476213,5703918770,0,255108581,7960619261,3148057281,2536283067,251,10,13,5597880,0.06403161283943436,0.39545381807451824,0.2977257147551494,0.0398406374501992,0.05179282868525897,0.0,0.04472514271096466
20212,11350560,월계1동,10100604314,597980,737360843,6750829208,0,251243961,9251817163,3748478626,2984195536,251,14,13,5642112,0.07300165614625422,0.40516133857367714,0.2954472270400434,0.055776892430278883,0.05179282868525897,0.0,0.037216755639776215
20213,11350560,월계1동,8438345099,507805,655236702,5487303454,0,240699860,7823306316,3039744167,2540268143,254,9,7,5191308,0.07764990579463855,0.3885498079991069,0.3010386649511453,0.03543307086614173,0.027559055118110236,0.0,0.04386487133758577
20214,11350560,월계1동,11018226819,584633,738330444,7318448276,0,324200720,9973623243,4060188498,3179909552,252,14,16,5283141,0.06700991512779639,0.4070926281328752,0.28860447368141984,0.05555555555555555,0.06349206349206349,0.0,0.04429910655557662
20221,11350560,월계1동,9185959173,520507,577542335,5796882038,0,276383980,8669330950,3424876012,2749037384,253,6,4,5023628,0.06287229500187111,0.3950565541623486,0.2992651428367066,0.023715415019762844,0.015810276679841896,0.0,0.04767804108971589
20222,11350560,월계1동,12384993478,653899,847118172,7845414934,0,269358733,11497650133,4743647479,3818453956,258,11,5,4906171,0.0683987580215341,0.41257538924279946,0.3083129565455876,0.04263565891472868,0.01937984496124031,0.0,0.03433326793623992
20223,11350560,월계1동,11691111368,590078,721201398,7507912093,0,251257905,10772824677,4350449155,3388238445,249,8,18,4473803,0.06168801025829044,0.40383551068905976,0.28981320409572203,0.0321285140562249,0.07228915662650602,0.0,0.033465749450404494
20224,11350560,월계1동,12994728365,628034,823420235,8580068491,0,236389769,11836799752,4606303161,4025046560,256,24,12,4753280,0.06336571353178878,0.3891510591975418,0.3097445707938813,0.09375,0.046875,0.0,0.02755103519837392
20231,11350560,월계1동,11910759849,537437,690344025,8063143038,0,217585565,10872625261,4223145417,3605690549,254,15,17,4608411,0.057959696421715674,0.38842002879915133,0.30272548474753486,0.05905511811023622,0.06692913385826772,0.0,0.026985204649671007
20232,11350560,월계1동,13241071205,640601,874662278,8863739870,0,225393904,12069486203,4571309626,3957995860,256,5,4,4833132,0.06605676115310943,0.37874931452042687,0.2989181010147736,0.01953125,0.015625,0.0,0.025428758887979415
20233,11350560,월계1동,12451254103,553841,792224020,8638800476,0,220449651,11355766985,4231627402,3951277496,261,14,9,4527470,0.06362604228028097,0.37264126743615106,0.31733972042607184,0.05363984674329502,0.034482758620689655,0.0,0.02551854873977529
20234,11350560,월계1동,12863698267,575127,827042843,9097548922,0,264880696,11721873740,4329570468,3954981453,258,10,12,4854224,0.0642927738068656,0.3693582241229635,0.3074529090243003,0.03875968992248062,0.046511627906976744,0.0,0.029115611058650816
20241,11350560,월계1동,11793368327,504561,731634896,8374868020,0,232389657,10916040807,3921505835,3726361119,257,21,23,4624573,0.06203782292841467,0.3592425041582203,0.3159708927659612,0.08171206225680934,0.08949416342412451,0.0,0.027748456028803187
20242,11350560,월계1동,12232061743,595441,961008970,8352805984,0,224201989,11284766805,4229558283,3386079078,254,12,11,4729676,0.07856475794442039,0.3748024532616826,0.2768199792596485,0.047244094488188976,0.04330708661417323,0.0,0.02684151762048158
20243,11350560,월계1동,11107923027,510109,870588966,7704311015,0,209688873,10222982635,3634932771,3311833152,252,12,18,4288796,0.0783754950303366,0.35556479950921877,0.2981505312874365,0.047619047619047616,0.07142857142857142,0.0,0.02721708308396997
20244,11350560,월계1동,11887345770,560488,867876026,8633330949,0,230414528,10689310535,3939159003,3471923078,253,7,7,4566980,0.0730083942027035,0.3685138522360273,0.29206882218922786,0.02766798418972332,0.02766798418972332,0.0,0.02668894883807147
20251,11350560,월계1동,10197379193,463008,693269337,7270562402,0,196635693,9435700610,3164691455,3138110389,255,9,8,4366384,0.06798505026427726,0.33539549269357327,0.3077369517801357,0.03529411764705882,0.03137254901960784,0.0,0.02704545840166492
20252,11350560,월계1동,10866836412,548895,848234648,7432926944,0,222199342,9947049582,3459487686,3141599847,245,4,15,4694730,0.07805718387950644,0.3477903329506094,0.28909976444761815,0.0163265306122449,0.061224489795918366,0.0,0.0298939224983724
20253,11350560,월계1동,10948538374,519624,929332592,7401038548,0,259486542,9688412219,3128238756,3383545332,244,12,10,4504796,0.08488188653628223,0.3228845640842153,0.3090408250324136,0.04918032786885246,0.040983606557377046,0.0,0.0350608283306566
20254,11350560,월계1동,10936385704,518314,843781427,7591604505,0,302620895,9645471643,3250886436,3200904119,243,5,11,4573146,0.07715359076000636,0.3370375816053809,0.292683909075122,0.0205761316872428,0.04526748971193416,0.0,0.03986257382094749
